year,oshpd_id,county,hospital,performance_measure,hospital_rating,#_of_cases,#_of_adverse_events,risk_adjusted_rate
2013,106540734,tulare,kaweah delta medical center,cabg + valve operative mortality,average,39.0,5.0,13.08
2013,106540734,tulare,kaweah delta medical center,cabg operative mortality,average,162.0,3.0,2.13
2013,106540734,tulare,kaweah delta medical center,post-operative stroke,average,328.0,1.0,0.3
2014,106540734,tulare,kaweah delta medical center,30-day readmission,average,333.0,38.0,10.76
2014,106540734,tulare,kaweah delta medical center,cabg + valve operative mortality,average,39.0,2.0,5.23
2014,106540734,tulare,kaweah delta medical center,cabg operative mortality,average,166.0,3.0,1.72
2014,106540734,tulare,kaweah delta medical center,post-operative stroke,average,357.0,3.0,0.8
2015,106540734,tulare,kaweah delta medical center,cabg + valve operative mortality,average,43.0,2.0,5.27
2015,106540734,tulare,kaweah delta medical center,cabg 30-day readmission,average,332.0,31.0,8.65
2015,106540734,tulare,kaweah delta medical center,cabg operative mortality,average,191.0,2.0,1.01
2015,106540734,tulare,kaweah delta medical center,post-operative stroke,average,365.0,5.0,1.31
2016,106540734,tulare,kaweah delta medical center,cabg + valve operative mortality,average,40.0,4.0,6.44
2016,106540734,tulare,kaweah delta medical center,cabg operative mortality,average,174.0,4.0,1.9
2016,106540734,tulare,kaweah delta medical center,post-operative stroke,average,357.0,3.0,0.71
2017,106540734,tulare,kaweah delta medical center,cabg + valve operative mortality,average,45.0,6.0,7.89
2017,106540734,tulare,kaweah delta medical center,cabg 30-day readmission,average,329.0,44.0,10.37
2017,106540734,tulare,kaweah delta medical center,cabg operative mortality,average,183.0,4.0,1.45
2017,106540734,tulare,kaweah delta medical center,post-operative stroke,average,371.0,4.0,0.81
2018,106540734,tulare,kaweah delta medical center,cabg operative mortality,average,188.0,5.0,1.84
2018,106540734,tulare,kaweah delta medical center,cabg+valve operative mortality,average,455.0,6.0,8.25
2018,106540734,tulare,kaweah delta medical center,isolated cabg 30-day readmission,average,455.0,48.0,12.0
2018,106540734,tulare,kaweah delta medical center,isolated cabg post-operative stroke,average,455.0,5.0,1.12
2019,106540734,tulare,kaweah delta medical center,isolated cabg operative mortality,average,237.0,5.0,2.43
2019,106540734,tulare,kaweah health medical center,cabg+valve operative mortality,average,450.0,4.0,7.63
2019,106540734,tulare,kaweah health medical center,isolated cabg 30-day readmission,better,450.0,31.0,8.23
2019,106540734,tulare,kaweah health medical center,isolated cabg post-operative stroke,average,450.0,5.0,1.32
2020,106540734,tulare,kaweah health medical center,isolated cabg operative mortality,average,213.0,6.0,3.21
2021,106540734,tulare,kaweah health medical center,cabg+valve operative mortality,average,394.0,4.0,5.26
2021,106540734,tulare,kaweah health medical center,isolated cabg 30-day readmission,average,394.0,40.0,13.28
2021,106540734,tulare,kaweah health medical center,isolated cabg post-operative stroke,average,394.0,5.0,1.3
2022,106540734,tulare,kaweah health medical center,isolated cabg operative mortality,average,192.0,5.0,2.61
2013,106560473,ventura,community memorial hospital - san buenaventura,30-day readmission,average,65.0,7.0,10.65
2013,106560473,ventura,community memorial hospital - san buenaventura,cabg + valve operative mortality,average,31.0,2.0,4.78
2013,106560473,ventura,community memorial hospital - san buenaventura,cabg operative mortality,average,70.0,1.0,1.08
2013,106560473,ventura,community memorial hospital - san buenaventura,post-operative stroke,average,165.0,1.0,0.61
2014,106560473,ventura,community memorial hospital - san buenaventura,30-day readmission,average,129.0,13.0,11.34
2014,106560473,ventura,community memorial hospital - san buenaventura,cabg + valve operative mortality,average,35.0,2.0,6.7
2014,106560473,ventura,community memorial hospital - san buenaventura,post-operative stroke,average,154.0,2.0,1.31
2015,106560473,ventura,community memorial hospital - san buenaventura,cabg + valve operative mortality,average,32.0,1.0,3.32
2015,106560473,ventura,community memorial hospital - san buenaventura,cabg 30-day readmission,average,142.0,13.0,10.55
2015,106560473,ventura,community memorial hospital - san buenaventura,cabg operative mortality,average,79.0,4.0,3.79
2015,106560473,ventura,community memorial hospital - san buenaventura,post-operative stroke,average,175.0,4.0,2.31
2016,106560473,ventura,community memorial hospital - san buenaventura,cabg + valve operative mortality,average,23.0,0.0,0.0
2016,106560473,ventura,community memorial hospital - san buenaventura,cabg operative mortality,average,96.0,4.0,4.85
2016,106560473,ventura,community memorial hospital - san buenaventura,post-operative stroke,average,172.0,2.0,1.24
2017,106560473,ventura,community memorial hospital - san buenaventura,cabg + valve operative mortality,average,11.0,0.0,0.0
2017,106560473,ventura,community memorial hospital - san buenaventura,cabg 30-day readmission,average,130.0,13.0,12.33
2017,106560473,ventura,community memorial hospital - san buenaventura,cabg operative mortality,average,76.0,2.0,3.82
2017,106560473,ventura,community memorial hospital - san buenaventura,post-operative stroke,average,150.0,1.0,0.8
2018,106560473,ventura,community memorial hospital - san buenaventura,cabg operative mortality,average,74.0,0.0,0.0
2018,106560473,ventura,community memorial hospital - san buenaventura,cabg+valve operative mortality,average,170.0,1.0,16.71
2018,106560473,ventura,community memorial hospital - san buenaventura,isolated cabg 30-day readmission,average,170.0,9.0,8.48
2018,106560473,ventura,community memorial hospital - san buenaventura,isolated cabg post-operative stroke,average,170.0,1.0,0.75
2019,106560473,ventura,community memorial hospital - san buenaventura,cabg+valve operative mortality,average,171.0,1.0,18.16
2019,106560473,ventura,community memorial hospital - san buenaventura,isolated cabg 30-day readmission,average,171.0,9.0,8.48
2019,106560473,ventura,community memorial hospital - san buenaventura,isolated cabg operative mortality,average,89.0,1.0,1.18
2019,106560473,ventura,community memorial hospital - san buenaventura,isolated cabg post-operative stroke,average,171.0,2.0,1.49
2020,106560473,ventura,community memorial hospital - san buenaventura,isolated cabg operative mortality,average,82.0,2.0,3.89
2011,106560473,ventura,community memorial hospital of san buenaventura,post-operative stroke,average,143.0,2.0,1.43
2012,106560473,ventura,community memorial hospital of san buenaventura,30-day readmission,average,87.0,11.0,13.29
2012,106560473,ventura,community memorial hospital of san buenaventura,operative mortality,average,95.0,5.0,4.97
2013,106560473,ventura,community memorial hospital  san buenaventura,cabg + valve operative mortality,average,37.0,2.0,6.06
2013,106560473,ventura,community memorial hospital  san buenaventura,post-operative stroke,average,145.0,0.0,0.0
2014,106560473,ventura,community memorial hospital  san buenaventura,cabg operative mortality,average,75.0,1.0,1.6
2021,106560473,ventura,community memorial hospital â san buenaventura,cabg+valve operative mortality,average,193.0,1.0,4.08
2021,106560473,ventura,community memorial hospital â san buenaventura,isolated cabg 30-day readmission,average,193.0,8.0,7.0
2021,106560473,ventura,community memorial hospital â san buenaventura,isolated cabg post-operative stroke,average,193.0,1.0,0.59
2022,106560473,ventura,community memorial hospital â san buenaventura,isolated cabg operative mortality,average,88.0,0.0,0.0
2013,106560492,ventura,los robles hospital & medical center,post-operative stroke,average,139.0,4.0,2.52
2021,106560492,ventura,los robles hospital & medical center,cabg+valve operative mortality,average,150.0,0.0,0.0
2021,106560492,ventura,los robles hospital & medical center,isolated cabg 30-day readmission,average,150.0,13.0,13.39
2021,106560492,ventura,los robles hospital & medical center,isolated cabg post-operative stroke,average,150.0,4.0,3.09
2022,106560492,ventura,los robles hospital & medical center,isolated cabg operative mortality,average,79.0,5.0,4.96
2011,106560492,ventura,los robles hospital and medical center,post-operative stroke,average,102.0,3.0,3.12
2012,106560492,ventura,los robles hospital and medical center,30-day readmission,average,49.0,4.0,8.19
2012,106560492,ventura,los robles hospital and medical center,operative mortality,average,51.0,0.0,0.0
2013,106560492,ventura,los robles hospital and medical center,30-day readmission,average,68.0,10.0,15.13
2013,106560492,ventura,los robles hospital and medical center,cabg + valve operative mortality,average,39.0,5.0,13.25
2013,106560492,ventura,los robles hospital and medical center,cabg operative mortality,average,74.0,0.0,0.0
2013,106560492,ventura,los robles hospital and medical center,post-operative stroke,average,125.0,4.0,3.19
2014,106560492,ventura,los robles hospital and medical center,30-day readmission,average,99.0,14.0,11.8
2014,106560492,ventura,los robles hospital and medical center,cabg + valve operative mortality,average,35.0,4.0,13.67
2014,106560492,ventura,los robles hospital and medical center,cabg operative mortality,average,65.0,6.0,4.07
2014,106560492,ventura,los robles hospital and medical center,post-operative stroke,average,121.0,3.0,1.72
2015,106560492,ventura,los robles hospital and medical center,cabg + valve operative mortality,average,34.0,1.0,3.07
2015,106560492,ventura,los robles hospital and medical center,cabg 30-day readmission,average,101.0,13.0,11.8
2015,106560492,ventura,los robles hospital and medical center,cabg operative mortality,average,56.0,4.0,4.92
2015,106560492,ventura,los robles hospital and medical center,post-operative stroke,average,121.0,3.0,2.27
2016,106560492,ventura,los robles hospital and medical center,cabg + valve operative mortality,average,29.0,2.0,3.53
2016,106560492,ventura,los robles hospital and medical center,cabg operative mortality,average,65.0,0.0,0.0
2016,106560492,ventura,los robles hospital and medical center,post-operative stroke,average,139.0,4.0,2.42
2017,106560492,ventura,los robles hospital and medical center,cabg + valve operative mortality,average,26.0,2.0,4.16
2017,106560492,ventura,los robles hospital and medical center,cabg 30-day readmission,worse,115.0,25.0,18.02
2017,106560492,ventura,los robles hospital and medical center,cabg operative mortality,average,74.0,3.0,2.41
2017,106560492,ventura,los robles hospital and medical center,post-operative stroke,average,132.0,3.0,1.83
2018,106560492,ventura,los robles hospital and medical center,cabg operative mortality,average,58.0,1.0,1.09
2018,106560492,ventura,los robles hospital and medical center,cabg+valve operative mortality,average,165.0,0.0,0.0
2018,106560492,ventura,los robles hospital and medical center,isolated cabg 30-day readmission,average,165.0,19.0,16.57
2018,106560492,ventura,los robles hospital and medical center,isolated cabg post-operative stroke,average,165.0,4.0,2.88
2019,106560492,ventura,los robles hospital and medical center,cabg+valve operative mortality,average,152.0,1.0,4.49
2019,106560492,ventura,los robles hospital and medical center,isolated cabg 30-day readmission,worse,152.0,20.0,21.01
2019,106560492,ventura,los robles hospital and medical center,isolated cabg operative mortality,average,90.0,3.0,3.98
2019,106560492,ventura,los robles hospital and medical center,isolated cabg post-operative stroke,average,152.0,5.0,3.96
2020,106560492,ventura,los robles hospital and medical center,isolated cabg operative mortality,average,62.0,3.0,3.4
2011,106560529,ventura,st. john's regional medical center,post-operative stroke,average,130.0,3.0,1.81
2012,106560529,ventura,st. john's regional medical center,30-day readmission,average,57.0,7.0,11.69
2012,106560529,ventura,st. john's regional medical center,operative mortality,average,64.0,1.0,1.77
2013,106560529,ventura,st. john's regional medical center,30-day readmission,average,50.0,6.0,11.16
2013,106560529,ventura,st. john's regional medical center,cabg + valve operative mortality,average,32.0,2.0,4.11
2013,106560529,ventura,st. john's regional medical center,cabg operative mortality,average,56.0,1.0,1.56
2013,106560529,ventura,st. john's regional medical center,post-operative stroke,average,139.0,5.0,3.15
2014,106560529,ventura,st. john's regional medical center,30-day readmission,average,128.0,14.0,10.51
2014,106560529,ventura,st. john's regional medical center,cabg + valve operative mortality,worse,30.0,10.0,25.95
2014,106560529,ventura,st. john's regional medical center,post-operative stroke,worse,147.0,7.0,4.34
2015,106560529,ventura,st. john's regional medical center,cabg + valve operative mortality,worse,26.0,6.0,15.57
2015,106560529,ventura,st. john's regional medical center,cabg 30-day readmission,average,122.0,15.0,11.67
2015,106560529,ventura,st. john's regional medical center,cabg operative mortality,average,64.0,1.0,1.23
2015,106560529,ventura,st. john's regional medical center,post-operative stroke,worse,143.0,7.0,4.12
2016,106560529,ventura,st. john's regional medical center,cabg + valve operative mortality,average,16.0,1.0,5.41
2016,106560529,ventura,st. john's regional medical center,cabg operative mortality,average,79.0,2.0,1.95
2016,106560529,ventura,st. john's regional medical center,post-operative stroke,average,135.0,6.0,3.58
2017,106560529,ventura,st. john's regional medical center,cabg + valve operative mortality,average,22.0,2.0,11.45
2017,106560529,ventura,st. john's regional medical center,cabg 30-day readmission,average,100.0,16.0,12.91
2017,106560529,ventura,st. john's regional medical center,cabg operative mortality,average,56.0,4.0,5.55
2017,106560529,ventura,st. john's regional medical center,post-operative stroke,average,117.0,6.0,3.66
