Year,County,OSHPDID,Surgery,# of Cases,LONGITUDE,LATITUDE,hospital
2022,Riverside,106331194,Breast,35,-116.95958,33.75113,Hemet Global Medical Center
2022,Riverside,106331194,Bladder,1,-116.95958,33.75113,Hemet Global Medical Center
2022,Riverside,106331216,Prostate,2,-116.23391,33.70677,John F. Kennedy Memorial Hospital
2022,Riverside,106331216,Lung,1,-116.23391,33.70677,John F. Kennedy Memorial Hospital
2022,Riverside,106331216,Colon,5,-116.23391,33.70677,John F. Kennedy Memorial Hospital
2022,Riverside,106331216,Breast,6,-116.23391,33.70677,John F. Kennedy Memorial Hospital
2022,Riverside,106331288,Colon,1,-114.5956,33.61315,Palo Verde Hospital
2022,Riverside,106331293,Stomach,1,-117.43996,33.92573,Doctors Hospital of Riverside
2022,Riverside,106331293,Rectum,2,-117.43996,33.92573,Doctors Hospital of Riverside
2022,Riverside,106331293,Liver,1,-117.43996,33.92573,Doctors Hospital of Riverside
2022,Riverside,106331293,Colon,7,-117.43996,33.92573,Doctors Hospital of Riverside
2022,Riverside,106331293,Breast,33,-117.43996,33.92573,Doctors Hospital of Riverside
2022,Riverside,106331312,Stomach,4,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Prostate,24,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Pancreas,17,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Lung,20,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Esophagus,3,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Colon,66,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Breast,156,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Brain,31,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Bladder,1,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Liver,11,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331312,Rectum,30,-117.37997,33.97641,Riverside Community Hospital
2022,Riverside,106331326,Colon,6,-116.9459031,33.9317494,San Gorgonio Memorial Hospital
2022,Riverside,106331326,Rectum,2,-116.9459031,33.9317494,San Gorgonio Memorial Hospital
2022,Riverside,106331326,Breast,20,-116.9459031,33.9317494,San Gorgonio Memorial Hospital
2022,Riverside,106334018,Brain,1,-117.15691,33.72146,Menifee Global Medical Center
2022,Riverside,106334025,Stomach,4,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Rectum,26,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Prostate,2,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Pancreas,9,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Lung,15,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Liver,14,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Colon,52,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Breast,200,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334025,Bladder,1,-117.47082,33.9063,Kaiser Foundation Hospital – Riverside
2022,Riverside,106334048,Rectum,1,-117.18677,33.89553,Kaiser Foundation Hospital – Moreno Valley
2022,Riverside,106334048,Prostate,1,-117.18677,33.89553,Kaiser Foundation Hospital – Moreno Valley
2022,Riverside,106334048,Liver,1,-117.18677,33.89553,Kaiser Foundation Hospital – Moreno Valley
2022,Riverside,106334048,Colon,12,-117.18677,33.89553,Kaiser Foundation Hospital – Moreno Valley
2022,Riverside,106334048,Breast,145,-117.18677,33.89553,Kaiser Foundation Hospital – Moreno Valley
2022,Riverside,106334068,Stomach,1,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334068,Rectum,18,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334068,Prostate,28,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334068,Pancreas,1,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334068,Liver,2,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334068,Colon,31,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334068,Breast,17,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334068,Brain,10,-117.18488,33.55788,Southwest Healthcare Rancho Springs Hospital
2022,Riverside,106334487,Stomach,3,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Rectum,25,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Prostate,6,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Pancreas,2,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Lung,3,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Liver,10,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Esophagus,1,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Colon,25,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Breast,48,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334487,Brain,25,-117.19525,33.91187,Riverside University Health System – Medical Center
2022,Riverside,106334564,Stomach,4,-117.1048018,33.4795943,Temecula Valley Hospital
2022,Riverside,106334564,Rectum,6,-117.1048018,33.4795943,Temecula Valley Hospital
2022,Riverside,106334564,Pancreas,1,-117.1048018,33.4795943,Temecula Valley Hospital
2022,Riverside,106334564,Lung,8,-117.1048018,33.4795943,Temecula Valley Hospital
2022,Riverside,106334564,Colon,17,-117.1048018,33.4795943,Temecula Valley Hospital
2022,Riverside,106334564,Breast,12,-117.1048018,33.4795943,Temecula Valley Hospital
2022,Riverside,106334564,Brain,4,-117.1048018,33.4795943,Temecula Valley Hospital
2022,Riverside,106334589,Stomach,2,-117.1624483,33.6122263,Loma Linda University Medical Center – Murrieta
2022,Riverside,106334589,Rectum,3,-117.1624483,33.6122263,Loma Linda University Medical Center – Murrieta
2022,Riverside,106334589,Prostate,6,-117.1624483,33.6122263,Loma Linda University Medical Center – Murrieta
2022,Riverside,106334589,Lung,16,-117.1624483,33.6122263,Loma Linda University Medical Center – Murrieta
2022,Riverside,106334589,Esophagus,1,-117.1624483,33.6122263,Loma Linda University Medical Center – Murrieta
2022,Riverside,106334589,Colon,16,-117.1624483,33.6122263,Loma Linda University Medical Center – Murrieta
2022,Riverside,106334589,Breast,183,-117.1624483,33.6122263,Loma Linda University Medical Center – Murrieta
2022,Sacramento,106340913,Stomach,15,-121.39232,38.60197,Kaiser Foundation Hospital – Sacramento
2022,Sacramento,106340913,Rectum,4,-121.39232,38.60197,Kaiser Foundation Hospital – Sacramento
2022,Sacramento,106340913,Pancreas,23,-121.39232,38.60197,Kaiser Foundation Hospital – Sacramento
2022,Sacramento,106340913,Liver,10,-121.39232,38.60197,Kaiser Foundation Hospital – Sacramento
2022,Sacramento,106340913,Colon,43,-121.39232,38.60197,Kaiser Foundation Hospital – Sacramento
2022,Sacramento,106340913,Breast,345,-121.39232,38.60197,Kaiser Foundation Hospital – Sacramento
2022,Sacramento,106340913,Brain,61,-121.39232,38.60197,Kaiser Foundation Hospital – Sacramento
2022,Sacramento,106340947,Stomach,6,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Rectum,37,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Prostate,1,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Pancreas,13,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Liver,8,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Esophagus,1,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Colon,42,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Breast,77,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Brain,14,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340947,Bladder,1,-121.45271,38.56955,Mercy General Hospital
2022,Sacramento,106340950,Lung,26,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Rectum,27,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Prostate,13,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Pancreas,2,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Liver,1,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Esophagus,1,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Colon,23,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Stomach,3,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Breast,143,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Brain,21,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340950,Bladder,5,-121.31261,38.66818,Mercy San Juan Medical Center
2022,Sacramento,106340951,Stomach,3,-121.41744,38.46416,Methodist Hospital of Sacramento
2022,Sacramento,106340951,Colon,10,-121.41744,38.46416,Methodist Hospital of Sacramento
2022,Sacramento,106340951,Breast,100,-121.41744,38.46416,Methodist Hospital of Sacramento
2022,Sacramento,106341006,Stomach,11,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Prostate,11,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Pancreas,19,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Lung,81,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Esophagus,16,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Colon,39,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Breast,295,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Bladder,23,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Brain,110,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Liver,10,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341006,Rectum,14,-121.45738,38.55438,UC Davis Medical Center
2022,Sacramento,106341051,Stomach,10,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Rectum,43,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Prostate,3,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Pancreas,13,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Lung,8,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Liver,22,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Esophagus,5,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Colon,75,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Breast,322,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Brain,36,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106341051,Bladder,7,-121.47028,38.57045,Sutter Medical Center – Sacramento
2022,Sacramento,106342344,Stomach,4,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Rectum,48,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Prostate,12,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Lung,110,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Liver,13,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Esophagus,20,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Colon,45,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Breast,279,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106342344,Bladder,39,-121.42409,38.47144,Kaiser Foundation Hospital – South Sacramento
2022,Sacramento,106344029,Stomach,1,-121.1428,38.67223,Mercy Hospital of Folsom
2022,Sacramento,106344029,Rectum,4,-121.1428,38.67223,Mercy Hospital of Folsom
2022,Sacramento,106344029,Prostate,2,-121.1428,38.67223,Mercy Hospital of Folsom
2022,Sacramento,106344029,Lung,1,-121.1428,38.67223,Mercy Hospital of Folsom
2022,Sacramento,106344029,Colon,23,-121.1428,38.67223,Mercy Hospital of Folsom
2022,Sacramento,106344029,Breast,72,-121.1428,38.67223,Mercy Hospital of Folsom
2022,Sacramento,106344035,Stomach,1,-121.1577854,38.6819654,Vibra Hospital of Sacramento
2022,San Benito,106350784,Stomach,1,-121.38609,36.835,Hazel Hawkins Memorial Hospital
2022,San Benito,106350784,Colon,4,-121.38609,36.835,Hazel Hawkins Memorial Hospital
2022,San Benito,106350784,Breast,8,-121.38609,36.835,Hazel Hawkins Memorial Hospital
2022,San Bernardi,106361144,Colon,3,-117.687,34.02626,Chino Valley Medical Center
2022,San Bernardi,106361166,Colon,2,-117.69603,34.07774,Montclair Hospital Medical Center
2022,San Bernardi,106361223,Stomach,9,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Rectum,41,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Prostate,31,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Lung,51,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Liver,2,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Esophagus,17,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Colon,93,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Breast,548,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Brain,65,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361223,Bladder,4,-117.43549,34.0725,Kaiser Foundation Hospital – Fontana
2022,San Bernardi,106361246,Pancreas,24,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Stomach,14,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Rectum,46,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Prostate,38,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Lung,38,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Liver,35,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Esophagus,8,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Colon,62,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Breast,219,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Brain,80,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361246,Bladder,33,-117.26146,34.05164,Loma Linda University Medical Center
2022,San Bernardi,106361308,Stomach,1,-117.2044,34.03699,Redlands Community Hospital
2022,San Bernardi,106361308,Rectum,8,-117.2044,34.03699,Redlands Community Hospital
2022,San Bernardi,106361308,Prostate,20,-117.2044,34.03699,Redlands Community Hospital
2022,San Bernardi,106361308,Colon,21,-117.2044,34.03699,Redlands Community Hospital
2022,San Bernardi,106361308,Breast,85,-117.2044,34.03699,Redlands Community Hospital
2022,San Bernardi,106361308,Brain,6,-117.2044,34.03699,Redlands Community Hospital
2022,San Bernardi,106361308,Lung,1,-117.2044,34.03699,Redlands Community Hospital
2022,San Bernardi,106361318,Stomach,10,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Rectum,20,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Prostate,23,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Pancreas,3,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Lung,12,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Liver,5,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Colon,51,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Breast,178,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361318,Brain,12,-117.63828,34.10056,San Antonio Regional Hospital
2022,San Bernardi,106361323,Stomach,1,-117.32245,34.13138,Community Hospital of San Bernardino
2022,San Bernardi,106361323,Rectum,3,-117.32245,34.13138,Community Hospital of San Bernardino
2022,San Bernardi,106361323,Colon,7,-117.32245,34.13138,Community Hospital of San Bernardino
2022,San Bernardi,106361323,Breast,20,-117.32245,34.13138,Community Hospital of San Bernardino
